github_id,target_role,total_repos,top_languages,topics
affaan-m,"ML/AI Engineer (Lv1. 의심 / 10.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 6점)",26,"{'Python': 8, 'TypeScript': 4, 'Jupyter Notebook': 4}","['agents', 'github-config', 'trading', 'data-pipeline', 'security', 'cryptocurrency', 'rust', 'ai', 'ai-agents', 'behavioral-economics']"
arjuncvinod,"Web Frontend (Lv3. 확신 / 141점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 27.5점)",86,"{'JavaScript': 43, 'HTML': 11, 'CSS': 10}","['github-config', 'javascript', 'andorid', 'error404', 'qr-image', 'readme-profile', 'gemini-api', 'hello-world-in-all-languages', 'useeffect', 'cpp']"
Rongjiehuang,X (추론 안됨),30,"{'Python': 8, 'Ruby': 1, 'Jupyter Notebook': 1}","['awesome', 'neural-vocoder', 'diffusion-models', 'text-to-speech', 'awesome-list', 'speech-to-speech-translation', 'neurips-2022', 's2st', 'domain-generalization', 'speech-translation']"
darkhorse0311,"Web Backend (Lv2. 강한 의심 / 17점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 11점)",22,"{'Java': 11, 'Go': 6, 'TypeScript': 1}","['golang', 'java', 'tailwind-css', 'sqlite3', 'css', 'water', 'react', 'go']"
elyxdev,X (추론 안됨),14,"{'Python': 9, 'PHP': 2, 'HTML': 1}","['config', 'github-config']"
Thirumurugan240,"Web Backend (Lv1. 의심 / 8.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.5점)",42,"{'Python': 15, 'Jupyter Notebook': 12, 'CSS': 3}",[]
OmarUTEC,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Data Scientist (Lv1. 의심 / 8.5점)",100,"{'Python': 15, 'C++': 7, 'HTML': 5}",[]
marisabrantley,"Web Frontend (Lv3. 확신 / 102점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 39점)",100,"{'CSS': 30, 'JavaScript': 29, 'HTML': 22}","['design', 'javascript', 'array-methods', 'dark-theme', 'push', 'javascript-games', 'javascript-calculator', 'click-event', 'methods', 'vuejs']"
ltdrdata,"Web Backend (Lv1. 의심 / 9.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 9.5점)",46,"{'Python': 19, 'JavaScript': 4, 'Jupyter Notebook': 1}",[]
Vishal-raj-1,"Web Frontend (Lv2. 강한 의심 / 35점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 12.0점)",73,"{'JavaScript': 18, 'HTML': 13, 'Java': 11}","['data-structures-and-algorithms', 'bootstrap', 'javascript', 'language-proficiency', 'leetcode-challenge-june', 'basic-cpp', 'flipkart-clone', 'html5', 'python-3', 'basic-python']"
cyrolux123,X (추론 안됨),30,"{'Jupyter Notebook': 16, 'Python': 9, 'HTML': 1}","['config', 'github-config']"
F3lip32010,Web Frontend (Lv2. 강한 의심 / 43점),66,"{'CSS': 26, 'HTML': 10, 'JavaScript': 4}",[]
pranjay-poddar,"Web Frontend (Lv2. 강한 의심 / 49점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 26.0점)",89,"{'HTML': 13, 'JavaScript': 11, 'TypeScript': 8}","['bootstrap', 'javascript', 'forthebadge', 'cpp', 'cs50x', 'catalytic-originals', 'hospital', 'medical', 'voice', 'good-first-pr']"
mrsaqibale,Web Backend (Lv2. 강한 의심 / 24.5점),19,"{'Java': 5, 'C++': 4, 'Python': 3}","['javaprojects', 'securebackup', 'springframework', 'tiktaktoe', 'spring-data-jpa', 'tiktaktoegame', 'linux', 'springboot', 'calculator', 'django']"
alfiecg24,Systems/Embedded (Lv1. 의심 / 13점),31,"{'C': 12, 'Objective-C': 2, 'C++': 1}",[]
HuberHaYu,X (추론 안됨),12,"{'Shell': 3, 'Java': 2, 'JavaScript': 1}",[]
thepranaygupta,Web Frontend (Lv2. 강한 의심 / 30점),79,"{'JavaScript': 13, 'HTML': 9, 'TypeScript': 7}","['data-structures-and-algorithms', 'codehelp-compiler', '2048-game', 'gcc', 'readme', 'gcc-compiler', 'gwoc', 'thesparksfoundation', 'mobile-development', 'github']"
SauravMukherjee44,"Web Frontend (Lv2. 강한 의심 / 42점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 9.5점)",41,"{'HTML': 10, 'JavaScript': 9, 'CSS': 6}","['stripe-api', 'bootstrap', 'github-config', 'javascript', 'tmdb-api', 'html-css-javascript', 'open-source', 'hacktoberfest-accepted', 'sklearn', 'api']"
ProgrammerDATCH,"Web Frontend (Lv2. 강한 의심 / 49점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 25.0점)",100,"{'TypeScript': 24, 'Java': 22, 'HTML': 13}",[]
pycodebr,"Web Backend (Lv2. 강한 의심 / 36.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 36.0점)",81,"{'Python': 72, 'HTML': 6}",[]
zbbsdsb,"Web Frontend (Lv1. 의심 / 10점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 10점)",97,"{'C++': 9, 'HTML': 4, 'JavaScript': 4}","['config', 'github-config', 'metaverse']"
AntoniHub,X (추론 안됨),100,"{'Python': 2, 'TypeScript': 1}","['gherkin', 'quality', 'linux', 'selenium', 'qa-automation', 'testing', 'sql', 'firestore', 'qa', 'sdet']"
Dhghomon,"Systems/Embedded (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 7점)",40,"{'Rust': 11, 'JavaScript': 5, 'Shell': 1}",[]
webpointdev,Web Frontend (Lv2. 강한 의심 / 60점),77,"{'JavaScript': 35, 'TypeScript': 14, 'HTML': 10}",[]
codewithharit,X (추론 안됨),28,"{'HTML': 3, 'TypeScript': 1, 'CSS': 1}",[]
diamante-io,"Web Frontend (Lv1. 의심 / 9점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 7점)",27,"{'JavaScript': 8, 'Go': 6, 'Rust': 5}",[]
keyiflerolsun,"Web Backend (Lv2. 강한 의심 / 30.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 23.5점)",98,"{'Python': 47, 'C': 9, 'HTML': 6}","['javascript', 'kekikuserbot', 'datascraper', 'influxdb', 'package', 'instantdatascraper', 'desktop', 'telegram-telefon', 'pyhes', 'youtube-hls']"
Errahum,"Web Backend (Lv1. 의심 / 12.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 7.0점)",19,"{'Python': 8, 'Java': 2, 'C#': 2}","['github-api', 'trading', 'sql', 'parquet', 'analysis', 'finance', 'candlestick-chart', 'finance-api', 'csv', 'following']"
AshrafUzzaman04,Web Frontend (Lv2. 강한 의심 / 38점),83,"{'HTML': 18, 'PHP': 16, 'JavaScript': 14}",[]
unicorn-lucky,Web Frontend (Lv2. 강한 의심 / 51점),34,"{'JavaScript': 12, 'TypeScript': 10, 'PHP': 2}","['awesome', 'readme', 'stackoverflow', 'javascirpt', 'nextjs', 'expo', 'react-native', 'tailwindcss', 'server-actions', 'tailwind']"
fvandrad,"Web Frontend (Lv3. 확신 / 91점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 12점)",35,"{'HTML': 14, 'CSS': 10, 'JavaScript': 6}","['design', 'top', 'javascript', 'interative', 'claude-sonnet-4', 'github-pages', 'aplicacion-web', 'gerenciamento', 'tecnlogia', 'oracao']"
kyegomez,"ML/AI Engineer (Lv3. 확신 / 189.0점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 48.0점)",100,"{'Python': 78, 'Shell': 15, 'TypeScript': 3}","['agents', 'rl', 'tokenizer', 'pytorch-tutorial', 'cognitive-architecture', 'movie', 'pytorch', 'multi-modal-learning', 'transformer-models', 'audio-transformers']"
LovedByStyle,"Web Backend (Lv2. 강한 의심 / 27.5점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 26점)",42,"{'JavaScript': 10, 'Python': 7, 'TypeScript': 6}","['bootstrap', 'privacy', 'javascript', 'mern-stack', 'android', 'gradle', 'oauth2', 'social-media', 'rest-api', 'react-native']"
Amir10t,Web Backend (Lv1. 의심 / 5.5점),11,"{'Python': 5, 'C#': 2, 'JavaScript': 1}","['csharp', 'accounting-system', 'windows-forms', 'website', 'djanogo-rest-framework', 'accounting', 'sql', 'django', 'accounting-services', 'adodot']"
techinfo-youtube,Web Frontend (Lv2. 강한 의심 / 62점),64,"{'JavaScript': 57, 'CSS': 2, 'HTML': 2}",[]
Daxxtropezz,Web Frontend (Lv1. 의심 / 10점),32,"{'JavaScript': 5, 'Java': 4, 'HTML': 3}","['ad-enumeration', 'javascript', 'desktop-game', 'camhacker', 'markdown', 'red-team', 'blue-team', 'nyancat', 'windows-security', 'cybersecurity']"
snarktank,Web Frontend (Lv1. 의심 / 7점),20,"{'TypeScript': 5, 'HTML': 2, 'Shell': 1}",[]
CodeChamp1011,Web Frontend (Lv1. 의심 / 8점),19,"{'JavaScript': 4, 'TypeScript': 3, 'Python': 3}",[]
pushitchaudhary,"Web Frontend (Lv2. 강한 의심 / 27점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 10점)",54,"{'JavaScript': 14, 'TypeScript': 10, 'Java': 10}",[]
yassnemo,"Web Frontend (Lv2. 강한 의심 / 18점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6.5점)",24,"{'TypeScript': 8, 'Python': 7, 'Jupyter Notebook': 4}","['article-summarization', 'ymovies', 'newsapi', 'intent-detection', 'readme-profile', 'ai', 'fraud-detection', 'ml', 'chatbot', 'data-visualization']"
tarunksao,"Web Frontend (Lv2. 강한 의심 / 58점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",39,"{'JavaScript': 23, 'TypeScript': 4, 'HTML': 4}","['chakra-ui', 'responsive', 'nextjs-typescript', 'javascript', 'ssr', 'readme', 'json-server', 'html5', 'txt', 'nextjs']"
ElaheFahmideh,"Web Frontend (Lv3. 확신 / 76점)
 🕵️ 부캐 스캔: Mobile App (Lv2. 강한 의심 / 18점)",24,"{'JavaScript': 15, 'HTML': 5, 'CSS': 2}","['bootstrap', 'javascript', 'ajax', 'crud-operation', 'pwa', 'redux-toolkit', 'json-server', 'gulpjs', 'manifest', 'html5']"
0bvim,"Systems/Embedded (Lv2. 강한 의심 / 32점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 22.5점)",100,"{'C': 26, 'Go': 12, 'Python': 11}","['github-config', 'nvim-lua', 'gdb', '42school', 'api', 'elixir', 'toddmcleod', 'autopairs', 'threads', 'mutex-lock']"
Dobot-Arm,"Systems/Embedded (Lv1. 의심 / 12점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 7.5점)",39,"{'C++': 11, 'Java': 5, 'Python': 5}",['java']
Karan36k,"Web Frontend (Lv2. 강한 의심 / 34점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 12.0점)",70,"{'HTML': 16, 'JavaScript': 16, 'Python': 6}","['svg', 'github-config', 'introduction', 'javascript', 'development', 'typing', 'understanding', 'massivefile', 'karanarora', 'minecraft']"
subhankaladi,"Web Frontend (Lv2. 강한 의심 / 38점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",69,"{'TypeScript': 24, 'Python': 17, 'HTML': 6}",[]
FERHATSUMER,Web Frontend (Lv2. 강한 의심 / 62점),81,"{'JavaScript': 31, 'CSS': 17, 'HTML': 11}",[]
rstar327,"Web Frontend (Lv2. 강한 의심 / 27점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 8.5점)",65,"{'TypeScript': 17, 'Python': 17, 'JavaScript': 7}",[]
AencioVinicius2,Web Frontend (Lv1. 의심 / 9점),21,"{'TypeScript': 5, 'JavaScript': 3, 'xBase': 3}",[]
mukeshlilawat1,"Web Frontend (Lv3. 확신 / 88점)
 🕵️ 부캐 스캔: Web Backend (Lv3. 확신 / 81.5점)",52,"{'Java': 17, 'JavaScript': 7, 'C++': 7}","['bootstrap', 'javascript', 'springframework', 'react-redux', 'spring-data-jpa', 'redux-toolkit', 'raylib', 'iam-role', 'panda', 'jpa-hibernate']"
s7ckTeam,X (추론 안됨),11,"{'Python': 2, 'JavaScript': 2, 'HTML': 1}",[]
cloud-shannon,X (추론 안됨),36,{'TypeScript': 1},"['config', 'github-config']"
Makitey,X (추론 안됨),14,"{'Shell': 4, 'HTML': 1, 'C': 1}",[]
Bl4ckDr460n,"Web Backend (Lv1. 의심 / 14.5점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 14.5점)",64,"{'Python': 29, 'Shell': 10, 'PHP': 4}",[]
snlimadev,Web Frontend (Lv2. 강한 의심 / 17점),21,"{'JavaScript': 11, 'TypeScript': 5, 'Go': 1}","['config', 'github-config']"
samarbadriddin0v,Web Frontend (Lv2. 강한 의심 / 61점),17,"{'TypeScript': 9, 'JavaScript': 7, 'Vue': 1}","['stripe', 'javascript', 'paint-clone', 'refresh-token', 'example-integration', 'next-auth', 'payme-uz', 'uzum-market', 'shadcn-ui', 'convex']"
JoeanAmier,"Web Backend (Lv2. 강한 의심 / 19.0점)
 🕵️ 부캐 스캔: DevOps/SRE (Lv1. 의심 / 9점)",14,"{'Python': 8, 'JavaScript': 4, 'Vue': 1}","['macos', 'download', 'javascript', 'mstoken', 'linux', 'rednote', 'api', 'textual', 'pyinstaller', 'douyin']"
Yu9191,Web Frontend (Lv1. 의심 / 10점),22,"{'JavaScript': 9, 'HTML': 1, 'Logos': 1}","['config', 'github-config']"
FlavRose,Web Frontend (Lv2. 강한 의심 / 21점),26,"{'JavaScript': 8, 'HTML': 6, 'CSS': 6}",[]
NebulaNode0728,Web Frontend (Lv2. 강한 의심 / 67점),41,"{'JavaScript': 17, 'HTML': 6, 'TypeScript': 4}","['camera', 'javascript', 'crm', 'qrcode', 'api', 'perawallet', '360degree', 'storybook', 'graphql', 'prizmatron']"
JubayerRiyad,Web Frontend (Lv2. 강한 의심 / 24점),11,"{'JavaScript': 3, 'HTML': 2, 'CSS': 1}","['website-template', 'javascript', 'website-development', 'wixcode', 'elementor-page-builder', 'github', 'html5', 'website', 'code', 'wordpress-plugin']"
virajj014,"Web Frontend (Lv2. 강한 의심 / 74점)
 🕵️ 부캐 스캔: Mobile App (Lv1. 의심 / 7점)",100,"{'JavaScript': 30, 'TypeScript': 22, 'HTML': 15}",[]
Jailtonfonseca,"Web Frontend (Lv1. 의심 / 11점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",29,"{'Python': 11, 'JavaScript': 4, 'HTML': 4}","['crypto', 'cryptobot', 'rebalancing', 'binance', 'binance-automation', 'ethereum', 'bitcoin', 'crypto-bot', 'bitcoin-wallet', 'cryptocurrency']"
jfmaes,Game Dev (Lv2. 강한 의심 / 17점),63,"{'C#': 17, 'PowerShell': 6, 'Python': 5}",[]
KlausMikhaelson,"Web Frontend (Lv2. 강한 의심 / 71점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 5.5점)",100,"{'JavaScript': 22, 'TypeScript': 19, 'HTML': 8}","['webgl-game', 'youtube-api', 'tcp', 'react-three-drei', 'chat', 'local-multiplayer-game', 'websockets', 'synchronization', 'web-game', 'local-multiplayer-games']"
sergiecode,"Web Frontend (Lv2. 강한 의심 / 43점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 19.0점)",100,"{'Python': 30, 'JavaScript': 20, 'TypeScript': 11}","['javascript', 'openai-api', 'artificial-intelligence', 'ai', 'website']"
b31ngd3v,Web Backend (Lv2. 강한 의심 / 19.0점),27,"{'Python': 8, 'Go': 3, 'C': 3}","['ig-story', 'instagram-dm', 'pwa', 'instagram-bot', 'linux', 'api', 'stories', 'selenium', 'private-api', 'instagram']"
stephanieran,X (추론 안됨),12,"{'HTML': 3, 'Swift': 2, 'Python': 2}",[]
wukko,X (추론 안됨),19,"{'Shell': 3, 'JavaScript': 3, 'Python': 3}","['game-modding', 'just-dance', 'modding-tool', 'rayman', 'python', 'ubiart-framework']"
minions514,Web Frontend (Lv2. 강한 의심 / 23점),48,"{'TypeScript': 11, 'JavaScript': 6, 'HTML': 3}",[]
dthabata,"Web Frontend (Lv2. 강한 의심 / 38점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",95,"{'JavaScript': 9, 'TypeScript': 4, 'CSS': 1}","['login-page', 'javascript', 'redux-toolkit', 'boilerplate', 'toast-ui-calendar', 'express-js', 'login-screen', 'css-grid', 'login-system', 'calendar-component']"
WAOSuper,Web Frontend (Lv1. 의심 / 9점),30,"{'JavaScript': 8, 'Vue': 2, 'TypeScript': 1}","['config', 'github-config']"
CarlosZoft,"Web Frontend (Lv2. 강한 의심 / 43점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 26.0점)",96,"{'JavaScript': 21, 'TypeScript': 17, 'C++': 5}","['javascript', 'studies', 'utilizando-html', 'treinamento', 'api', 'estrutura-de-dados', 'apirestfull', 'programacion-orientada-por-objetos', 'cd-moj', 'eda1']"
DrParthaMajumder,Web Frontend (Lv1. 의심 / 8점),79,"{'Jupyter Notebook': 47, 'MATLAB': 13, 'HTML': 8}",[]
Ishan7390,"ML/AI Engineer (Lv2. 강한 의심 / 18.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 16점)",59,"{'Python': 18, 'HTML': 7, 'JavaScript': 7}","['sudoku', 'transfer-learning', 'personal-assistant', 'javascript', 'pyttsx3', 'mnist-classification', 'calendar-api', 'ai', 'hidden-layers', 'html5']"
Skillsoft-Content,X (추론 안됨),100,"{'HTML': 3, 'Jupyter Notebook': 1, 'R': 1}",[]
techvaness,Web Frontend (Lv3. 확신 / 89점),100,"{'CSS': 59, 'HTML': 17, 'JavaScript': 12}","['css', 'js', 'html', 'scss']"
unnati914,"Web Frontend (Lv1. 의심 / 15점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 11.0점)",100,"{'Python': 12, 'JavaScript': 5, 'Go': 4}","['sensors', 'android-studio', 'accident', 'algorithm', 'neural-network', 'android', 'accident-detection']"
ZikangYuan,Systems/Embedded (Lv1. 의심 / 15점),25,"{'C++': 15, 'HTML': 2}",[]
CyberAlbSecOP,X (추론 안됨),14,{'HTML': 2},"['hacking-ai', 'eu', 'api-security', 'adversarial-machine-learning', 'prompt-injection', 'prompt-extraction', 'pentest', 'gpt-extraction', 'agent', 'hacker-gpt']"
Kinfe123,Web Frontend (Lv2. 강한 의심 / 54점),100,"{'TypeScript': 47, 'MDX': 5, 'JavaScript': 4}","['redis', 'supabase', 'api', 'contentlayer', 'magicui', 'nextjs', 'better-auth-plugin', 'framer-motion', 'postgres', 'md']"
yeshwanthlm,"Web Frontend (Lv2. 강한 의심 / 28점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 14.5점)",100,"{'Python': 29, 'HTML': 15, 'JavaScript': 9}","['hugo', 'cloud', 'devops', 'portfolio']"
Cleidianaa,Web Frontend (Lv1. 의심 / 9점),20,"{'HTML': 4, 'CSS': 3, 'C': 2}",[]
cb7chaitanya,"Web Frontend (Lv2. 강한 의심 / 58점)
 🕵️ 부캐 스캔: Systems/Embedded (Lv1. 의심 / 6점)",75,"{'TypeScript': 46, 'JavaScript': 12, 'Rust': 6}",[]
iciamyplant,Systems/Embedded (Lv1. 의심 / 9점),35,"{'C': 8, 'Jupyter Notebook': 5, 'Python': 4}",[]
obinnadaniel,"Web Frontend (Lv2. 강한 의심 / 70점)
 🕵️ 부캐 스캔: Game Dev (Lv1. 의심 / 8점)",92,"{'JavaScript': 27, 'HTML': 27, 'CSS': 16}",[]
rockstarcoder333,Web Frontend (Lv1. 의심 / 7점),32,"{'Python': 6, 'JavaScript': 4, 'HTML': 2}","['stable-diffusion-v1-5-f222', 'waifu-diffusion', 'stable-diffusion', 'ai', 'image-generation', 'google-colab', 'colab']"
MatinT-SA,Web Frontend (Lv2. 강한 의심 / 32점),34,"{'JavaScript': 20, 'CSS': 10, 'TypeScript': 2}",[]
ABZ-Aaron,"Web Backend (Lv1. 의심 / 6.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 6.0점)",27,"{'Python': 12, 'Jupyter Notebook': 2, 'Roff': 1}",[]
riz4d,"Web Backend (Lv3. 확신 / 90.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv2. 강한 의심 / 24.0점)",75,"{'Python': 42, 'CSS': 6, 'TypeScript': 3}","['gender-recognition', 'authentication-backend', 'sia', 'creditcard-validator', 'excelsheet', 'ewastemanagement', 'attendance-monitoring', 'creditcardgenerator', 'eeg-signals', 'certificate-transparency']"
danadrianmirea,Systems/Embedded (Lv2. 강한 의심 / 18점),100,"{'C++': 14, 'JavaScript': 3, 'C': 3}","['config', 'github-config']"
xSnapi,Systems/Embedded (Lv1. 의심 / 10점),12,"{'C++': 10, 'HTML': 1}","['github-config', 'framework', 'pathfinding-visualizer', 'pathfinding', 'sfml', 'sfml-library', 'cpp-algorithms', 'cpp', 'light', 'sfml-framework']"
hashmat-wani,"Web Frontend (Lv2. 강한 의심 / 65점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 15점)",34,"{'JavaScript': 19, 'HTML': 7, 'CSS': 3}","['redis', 'bootstrap', 'javascript', 'muiv5', 'keyframe-animation', 'kohls-clone', 'redux-toolkit', 'network', 'api', 'nodemailer']"
ading2210,"Web Frontend (Lv2. 강한 의심 / 25점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 16.0점)",78,"{'Python': 30, 'JavaScript': 15, 'Shell': 8}","['libcurl', 'javascript', 'openplayground', 'linux', 'edulastic', 'fuse', 'graphql', 'bookmarklet', 'github-actions', 'terminal']"
WestLee95,Web Frontend (Lv1. 의심 / 14점),19,"{'JavaScript': 10, 'HTML': 2, 'Python': 2}",[]
lucasjolibois54,"Web Frontend (Lv3. 확신 / 80점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 6점)",45,"{'JavaScript': 20, 'HTML': 5, 'CSS': 4}","['javascript', 'react-icons', 'readme', 'github', 'nextjs13', 'nextjs', 'tailwind-css', 'framer-motion', 'vuejs', 'tailwindcss']"
esthicodes,Web Backend (Lv1. 의심 / 7.5점),32,"{'HTML': 3, 'Python': 3, 'TypeScript': 2}","['transfer-learning', 'translations-api', 'machine-vision', 'softmax-classification', 'google-cloud-platform', 'natural-language-api', 'machine-learning', 'natural-language-understanding', 'backpropagation-neural-network', 'antlr4']"
jackson951,"Web Frontend (Lv2. 강한 의심 / 42점)
 🕵️ 부캐 스캔: Web Backend (Lv1. 의심 / 13점)",18,"{'JavaScript': 7, 'TypeScript': 4, 'C#': 2}","['github-config', 'api', 'express-js', 'postgresql', 'axios-react', 'nextjs', 'prisma-orm', 'tailwind-css', 'tailwindcss', 'raectjs']"
OfficialCodeVoyage,"Web Backend (Lv1. 의심 / 10.0점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 9점)",54,"{'Python': 14, 'TypeScript': 5, 'HTML': 2}","['computer-vision', 'mediapipe', 'ai']"
abhishh1,Mobile App (Lv1. 의심 / 14점),21,"{'Dart': 14, 'Jupyter Notebook': 3, 'C++': 1}",[]
Lanny-MacMillan,Web Frontend (Lv1. 의심 / 15점),26,"{'JavaScript': 10, 'C#': 4, 'Python': 3}","['dalle-3', 'gpt-4', 'developer', 'csharp', 'itchio', 'gsap3', 'csharp-code', 'github-actions', 'portfolio-website', 'rpg-game']"
VRSEN,"Web Backend (Lv1. 의심 / 10.0점)
 🕵️ 부캐 스캔: ML/AI Engineer (Lv1. 의심 / 10.0점)",32,"{'Python': 20, 'Dockerfile': 2, 'TypeScript': 1}",[]
mmsstudent2021,Web Frontend (Lv2. 강한 의심 / 75점),100,"{'JavaScript': 30, 'HTML': 27, 'CSS': 18}",[]
Willie169,"Mobile App (Lv1. 의심 / 8점)
 🕵️ 부캐 스캔: Web Frontend (Lv1. 의심 / 7점)",100,"{'Shell': 6, 'TeX': 6, 'JavaScript': 4}","['autojs6', 'javascript', 'automation', 'android', 'automated-tool', 'autojs']"
theindianappguy,"Mobile App (Lv3. 확신 / 204점)
 🕵️ 부캐 스캔: Web Frontend (Lv2. 강한 의심 / 43점)",100,"{'Dart': 21, 'JavaScript': 17, 'TypeScript': 5}","['tutorial', 'profile-ui', 'html-css-javascript', 'android-studio', 'newsapi', 'api', 'flutter-examples', 'flutte', 'login-screen', 'android']"
amanvermai30,Web Backend (Lv2. 강한 의심 / 24점),21,"{'Java': 6, 'HTML': 3, 'JavaScript': 1}","['javascript', 'swing-gui', 'css-animations', 'spring-mvc', 'jpa-hibernate', 'developer-tools', 'springboot', 'sql', 'sring', 'swing-components']"
juicetreacly,Web Frontend (Lv1. 의심 / 8점),39,"{'Batchfile': 8, 'Python': 7, 'HTML': 6}","['config', 'github-config']"
GaLaiLapTrinh,Web Frontend (Lv1. 의심 / 14점),15,"{'HTML': 9, 'CSS': 3, 'JavaScript': 2}",[]
geoffreylgv,"Web Frontend (Lv2. 강한 의심 / 39점)
 🕵️ 부캐 스캔: Web Backend (Lv2. 강한 의심 / 19.5점)",100,"{'TypeScript': 15, 'JavaScript': 14, 'HTML': 8}","['open-source', 'education', 'github-pages', 'mlsa', 'readme', 'challenges', 'learn', 'learning', 'readme-profile', 'api']"
